"nflId","displayName","position","avg_goe","std_goe","avg_error","n_plays"
52541,"Colby Parkinson","TE",-0.0200392385427971,0.222129893723392,0.185913096914253,66
45635,"Robert Tonyan","TE",-0.0200926480310618,0.172332702767591,0.142063324072564,173
52581,"Darnell Mooney","WR",-0.0206424556689091,0.173341737380108,0.139255994841763,164
46263,"Russell Gage","WR",-0.0210690144445142,0.162416370747771,0.13730455946035,203
53703,"Deon Jackson","RB",-0.0215882160268791,0.0526800110429995,0.0448691618848857,59
44792,"Mo Alie-Cox","TE",-0.0220717588268403,0.179248426981976,0.152186239819826,141
54604,"Isaiah Likely","TE",-0.0223791529788415,0.185162804680262,0.153308995041675,118
52467,"Denzel Mims","WR",-0.0225435931218266,0.161302318673971,0.139641703631048,62
44835,"Evan Engram","TE",-0.0225458358014254,0.162330461659621,0.138860695031137,220
52500,"Devin Duvernay","WR",-0.0227655208629783,0.164977092580807,0.131737742683913,172
44912,"Jonnu Smith","TE",-0.0233972327395617,0.203539963118723,0.178963539755837,79
52523,"Harrison Bryant","TE",-0.0236867028610793,0.163935664044449,0.141736733368359,111
53553,"John Bates","TE",-0.024814291947685,0.213039427464971,0.184494149139868,63
47879,"Dawson Knox","TE",-0.0252335587250646,0.173583513205224,0.146630319312965,168
42500,"C.J. Uzomah","TE",-0.0254962554727962,0.165889864518057,0.140931696112278,89
47819,"Deebo Samuel","WR",-0.0260254592410316,0.169241295248283,0.139001158344506,186
43415,"Demarcus Robinson","WR",-0.0262700406488809,0.123713457388883,0.101548347996699,138
42589,"Geoff Swaim","TE",-0.0266133982664023,0.217808493871449,0.181345429409116,53
52423,"Jerry Jeudy","WR",-0.026651750725287,0.170293178647052,0.139957131115303,216
42718,"Raheem Mostert","RB",-0.0268658889718208,0.0840035781976745,0.0681338525644561,160
46094,"Hayden Hurst","TE",-0.026913457978988,0.175569587891164,0.149764913353042,219
47839,"Mecole Hardman","WR",-0.0280759689606779,0.165729083075993,0.134823703251976,173
46213,"Justin Watson","WR",-0.0281544657879557,0.159128551996679,0.127448484371315,61
54481,"Jahan Dotson","WR",-0.0294624807739423,0.147770064955525,0.115228804124526,134
48680,"Tom Kennedy","WR",-0.0295611282785198,0.156088452086822,0.125325554396275,77
44852,"Curtis Samuel","WR",-0.0311830509711105,0.174697588527761,0.144186041146624,264
43362,"Kenyan Drake","RB",-0.0316598419543552,0.0933704238002502,0.072970761012899,71
46276,"Equanimeous St. Brown","WR",-0.0329505028315723,0.152749458008996,0.124750068612519,125
54594,"Jake Ferguson","TE",-0.0337674226260703,0.159576567148595,0.13817596624693,59
53556,"Kylen Granson","TE",-0.0342906516335765,0.174434768529014,0.144251896951118,129
53591,"Noah Gray","TE",-0.0344450406946286,0.175413286296827,0.154433260637521,99
48646,"Greg Dortch","WR",-0.0347110659084218,0.184878768041067,0.160049339035187,162
47991,"Scott Miller","WR",-0.0361448045255563,0.116426925013521,0.0919695520491077,125
46797,"Tanner Hudson","TE",-0.0370297919851137,0.159828512971242,0.137817511337399,94
53478,"Rondale Moore","WR",-0.0372616963279205,0.161731963502428,0.134669933765431,187
45555,"Keelan Cole","WR",-0.038147269949552,0.180968917837625,0.145228516147993,76
43399,"Tyler Higbee","TE",-0.0388806710500596,0.172272066421375,0.144297271833331,193
53946,"Jack Stoll","TE",-0.0395425652971664,0.153145692753311,0.134467201463657,57
53541,"Amon-Ra St. Brown","WR",-0.0397473089509804,0.154977225981717,0.133457398175014,172
47833,"Irv Smith","TE",-0.03995330049962,0.174436776069366,0.148516146364989,140
53959,"Brock Wright","TE",-0.0403614171509403,0.150884106332735,0.133521781153576,57
42369,"Breshad Perriman","WR",-0.0413019458557406,0.163440129938871,0.128708818929768,87
53526,"Tre' McKitty","TE",-0.0413938466808166,0.17147294283651,0.151096388056465,85
52502,"Josiah Deguara","TE",-0.0448941874044318,0.169058001925317,0.142239464415804,53
41246,"Brandin Cooks","WR",-0.0482774052478611,0.153271468546914,0.132296810434091,200
44985,"Isaiah McKenzie","WR",-0.0487156873259245,0.179654286050649,0.154373715393198,137
48723,"Parker Hesse","TE",-0.0507373444312148,0.187997207536648,0.160604583878452,66
52625,"Jauan Jennings","WR",-0.059508232952577,0.155234286388447,0.138473808963789,103
46192,"Durham Smythe","TE",-0.0664802533550555,0.181555318143342,0.171747694945161,65
